id,title,normalized_title,dblp_key,publication_type,year,journal,booktitle,volume,number,pages,publisher,series,editor,url,doi,ee,biburl,bibsource,abstract,keywords,timestamp,citation_count,has_faculty_author,author_count,source_pid,source_pids,created_at,updated_at
580,On Triangular Separation of Bichromatic Point Sets,on triangular separation of bichromatic point sets,DBLP:journals/corr/abs-2503-05178,article,2025,CoRR,,abs/2503.05178,,,,,,https://doi.org/10.48550/arXiv.2503.05178,10.48550/ARXIV.2503.05178,,https://dblp.org/rec/journals/corr/abs-2503-05178.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 11 Apr 2025 01:00:00 +0200",0,True,6,263/4582-1,263/4582-1,2026-01-31 22:36:02.553044,2026-01-31 22:36:02.558877
581,Precoloring extension with demands on paths,precoloring extension with demands on paths,DBLP:journals/corr/abs-2509-18936,article,2025,CoRR,,abs/2509.18936,,,,,,https://doi.org/10.48550/arXiv.2509.18936,10.48550/ARXIV.2509.18936,,https://dblp.org/rec/journals/corr/abs-2509-18936.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 18 Oct 2025 01:00:00 +0200",0,True,3,263/4582-1,263/4582-1,2026-01-31 22:36:02.589100,2026-01-31 22:36:02.596943
582,On Erdős-Szekeres Maker-Breaker games,on erdsszekeres makerbreaker games,DBLP:conf/cccg/DasV24,conference,2024,,"Proceedings of the 36th Canadian Conference on Computational Geometry,
CCCG 2024, Brock University, St. Catharines, Canada, July 17-19,
2024",,,179--184,,,Rahnuma Islam Nishat,,,,https://dblp.org/rec/conf/cccg/DasV24.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 27 Jan 2026 17:29:40 +0100",0,True,2,263/4582-1,263/4582-1,2026-01-31 22:36:02.597331,2026-01-31 22:36:02.601476
583,Multipacking in Euclidean Plane,multipacking in euclidean plane,DBLP:journals/corr/abs-2411-12351,article,2024,CoRR,,abs/2411.12351,,,,,,https://doi.org/10.48550/arXiv.2411.12351,10.48550/ARXIV.2411.12351,,https://dblp.org/rec/journals/corr/abs-2411-12351.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 01 Feb 2025 00:00:00 +0100",0,True,5,263/4582-1,263/4582-1,2026-01-31 22:36:02.601758,2026-01-31 22:36:02.618971
584,Complexity results on untangling red-blue matchings,complexity results on untangling redblue matchings,DBLP:journals/comgeo/DasDFGR23,article,2023,Comput. Geom.,,111,,101974,,,,https://doi.org/10.1016/j.comgeo.2022.101974,10.1016/J.COMGEO.2022.101974,,https://dblp.org/rec/journals/comgeo/DasDFGR23.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 28 Mar 2023 01:00:00 +0200",0,True,5,263/4582-1,263/4582-1,2026-01-31 22:36:02.619206,2026-01-31 22:36:02.625129
585,Approximation algorithms for orthogonal line centers,approximation algorithms for orthogonal line centers,DBLP:journals/dam/DasDM23,article,2023,Discret. Appl. Math.,,338,,69--76,,,,https://doi.org/10.1016/j.dam.2023.05.014,10.1016/J.DAM.2023.05.014,,https://dblp.org/rec/journals/dam/DasDM23.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 31 Aug 2023 01:00:00 +0200",0,True,3,263/4582-1,263/4582-1,2026-01-31 22:36:02.643370,2026-01-31 22:36:02.650478
586,Rectilinear Voronoi Games with a Simple Rectilinear Obstacle in Plane,rectilinear voronoi games with a simple rectilinear obstacle in plane,DBLP:conf/caldam/DasDMS23,conference,2023,,"Algorithms and Discrete Applied Mathematics - 9th International Conference,
CALDAM 2023, Gandhinagar, India, February 9-11, 2023, Proceedings",13947,,89--100,Springer,Lecture Notes in Computer Science,"Amitabha Bagchi, Rahul Muthu",https://doi.org/10.1007/978-3-031-25211-2_7,10.1007/978-3-031-25211-2_7,,https://dblp.org/rec/conf/caldam/DasDMS23.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 03 Feb 2023 17:54:57 +0100",0,True,4,263/4582-1,263/4582-1,2026-01-31 22:36:02.650775,2026-01-31 22:36:02.656173
587,Voronoi Games Using Geodesics,voronoi games using geodesics,DBLP:conf/caldam/DasDMS22,conference,2022,,"Algorithms and Discrete Applied Mathematics - 8th International Conference,
CALDAM 2022, Puducherry, India, February 10-12, 2022, Proceedings",13179,,195--207,Springer,Lecture Notes in Computer Science,"Niranjan Balachandran, R. Inkulu",https://doi.org/10.1007/978-3-030-95018-7_16,10.1007/978-3-030-95018-7_16,,https://dblp.org/rec/conf/caldam/DasDMS22.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 13 Dec 2022 00:00:00 +0100",0,True,4,263/4582-1,263/4582-1,2026-01-31 22:36:02.668050,2026-01-31 22:36:02.681885
588,Complexity Results on Untangling Red-Blue Matchings,complexity results on untangling redblue matchings,DBLP:conf/latin/Das0FGR22,conference,2022,,"LATIN 2022: Theoretical Informatics - 15th Latin American Symposium,
Guanajuato, Mexico, November 7-11, 2022, Proceedings",13568,,730--745,Springer,Lecture Notes in Computer Science,"Armando Castañeda, Francisco Rodríguez-Henríquez",https://doi.org/10.1007/978-3-031-20624-5_44,10.1007/978-3-031-20624-5_44,,https://dblp.org/rec/conf/latin/Das0FGR22.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 13 Dec 2022 00:00:00 +0100",0,True,5,263/4582-1,263/4582-1,2026-01-31 22:36:02.682419,2026-01-31 22:36:02.703416
589,Complexity Results on Untangling Planar Rectilinear Red-Blue Matchings,complexity results on untangling planar rectilinear redblue matchings,DBLP:journals/corr/abs-2202-11857,article,2022,CoRR,,abs/2202.11857,,,,,,https://arxiv.org/abs/2202.11857,,,https://dblp.org/rec/journals/corr/abs-2202-11857.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 13 Dec 2022 00:00:00 +0100",0,True,5,263/4582-1,263/4582-1,2026-01-31 22:36:02.703726,2026-01-31 22:36:02.722205
590,Largest triangle inside a terrain,largest triangle inside a terrain,DBLP:journals/tcs/DasDM21,article,2021,Theor. Comput. Sci.,,858,,90--99,,,,https://doi.org/10.1016/j.tcs.2020.12.018,10.1016/J.TCS.2020.12.018,,https://dblp.org/rec/journals/tcs/DasDM21.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 21 Mar 2023 00:00:00 +0100",0,True,3,263/4582-1,263/4582-1,2026-01-31 22:36:02.722453,2026-01-31 22:36:02.730163
595,Approximating k-Orthogonal Line Center,approximating korthogonal line center,DBLP:conf/cocoa/ChakrabortyD0M20,conference,2020,,"Combinatorial Optimization and Applications - 14th International Conference,
COCOA 2020, Dallas, TX, USA, December 11-13, 2020, Proceedings",12577,,47--60,Springer,Lecture Notes in Computer Science,"Weili Wu, Zhongnan Zhang",https://doi.org/10.1007/978-3-030-64843-5_4,10.1007/978-3-030-64843-5_4,,https://dblp.org/rec/conf/cocoa/ChakrabortyD0M20.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 13 Dec 2022 00:00:00 +0100",0,True,4,263/4582-1,263/4582-1,2026-01-31 22:36:02.785262,2026-01-31 22:36:02.787892
596,"Optimal Strategies in Single Round Voronoi Game on Convex Polygons
with Constraints",optimal strategies in single round voronoi game on convex polygons with constraints,DBLP:conf/cocoa/BanikD0MS20,conference,2020,,"Combinatorial Optimization and Applications - 14th International Conference,
COCOA 2020, Dallas, TX, USA, December 11-13, 2020, Proceedings",12577,,515--529,Springer,Lecture Notes in Computer Science,"Weili Wu, Zhongnan Zhang",https://doi.org/10.1007/978-3-030-64843-5_35,10.1007/978-3-030-64843-5_35,,https://dblp.org/rec/conf/cocoa/BanikD0MS20.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 13 Dec 2022 00:00:00 +0100",0,True,5,263/4582-1,263/4582-1,2026-01-31 22:36:02.799728,2026-01-31 22:36:02.806680
597,Largest Triangle inside a Terrain,largest triangle inside a terrain,DBLP:conf/cccg/Das0M19,conference,2019,,"Proceedings of the 31st Canadian Conference on Computational Geometry,
CCCG 2019, August 8-10, 2019, University of Alberta, Edmonton, Alberta,
Canada",,,133--138,,,"Zachary Friggstad, Jean-Lou De Carufel",,,,https://dblp.org/rec/conf/cccg/Das0M19.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 13 Dec 2022 00:00:00 +0100",0,True,3,263/4582-1,263/4582-1,2026-01-31 22:36:02.823072,2026-01-31 22:36:02.831062
598,Fraudulent Practices in Dispensing Units and Remedies,fraudulent practices in dispensing units and remedies,DBLP:conf/ihci/BabuNRK20,conference,2020,,"Intelligent Human Computer Interaction - 12th International Conference,
IHCI 2020, Daegu, South Korea, November 24-26, 2020, Proceedings,
Part I",12615,,70--80,Springer,Lecture Notes in Computer Science,"Madhusudan Singh, Dae-Ki Kang, Jong-Ha Lee, Uma Shanker Tiwary, Dhananjay Singh, Wan-Young Chung",https://doi.org/10.1007/978-3-030-68449-5_8,10.1007/978-3-030-68449-5_8,,https://dblp.org/rec/conf/ihci/BabuNRK20.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 01 Oct 2025 17:52:24 +0200",0,True,4,284/7780,284/7780,2026-01-31 22:36:02.831486,2026-01-31 22:36:02.836032
599,RFID Technology for UOH Health Care Center,rfid technology for uoh health care center,DBLP:conf/ihci/ChaithanyaNJPS20,conference,2020,,"Intelligent Human Computer Interaction - 12th International Conference,
IHCI 2020, Daegu, South Korea, November 24-26, 2020, Proceedings,
Part II",12616,,73--83,Springer,Lecture Notes in Computer Science,"Madhusudan Singh, Dae-Ki Kang, Jong-Ha Lee, Uma Shanker Tiwary, Dhananjay Singh, Wan-Young Chung",https://doi.org/10.1007/978-3-030-68452-5_8,10.1007/978-3-030-68452-5_8,,https://dblp.org/rec/conf/ihci/ChaithanyaNJPS20.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 01 Oct 2025 17:52:24 +0200",0,True,5,284/7780,284/7780,2026-01-31 22:36:02.849719,2026-01-31 22:36:02.855055
600,eGovernance for Citizen Awareness and Corruption Mitigation,egovernance for citizen awareness and corruption mitigation,DBLP:conf/ihci/SagarNRBJK20,conference,2020,,"Intelligent Human Computer Interaction - 12th International Conference,
IHCI 2020, Daegu, South Korea, November 24-26, 2020, Proceedings,
Part I",12615,,481--487,Springer,Lecture Notes in Computer Science,"Madhusudan Singh, Dae-Ki Kang, Jong-Ha Lee, Uma Shanker Tiwary, Dhananjay Singh, Wan-Young Chung",https://doi.org/10.1007/978-3-030-68449-5_46,10.1007/978-3-030-68449-5_46,,https://dblp.org/rec/conf/ihci/SagarNRBJK20.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 08 Feb 2021 00:00:00 +0100",0,True,6,284/7780,284/7780,2026-01-31 22:36:02.878756,2026-01-31 22:36:02.884798
601,"Securing remote computation with algebraic signature techniques in
trusted execution environments",securing remote computation with algebraic signature techniques in trusted execution environments,DBLP:journals/ppna/AlamMAA26,article,2026,Peer Peer Netw. Appl.,,19,1,11,,,,https://doi.org/10.1007/s12083-025-02166-7,10.1007/S12083-025-02166-7,,https://dblp.org/rec/journals/ppna/AlamMAA26.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 01 Jan 2026 00:00:00 +0100",0,True,4,309/7711,309/7711,2026-01-31 22:36:02.915206,2026-01-31 22:36:02.919681
602,"Securing Software Defined Networks: A Comprehensive Analysis of
Approaches, Applications, and Future Strategies Against DoS Attacks",securing software defined networks a comprehensive analysis of approaches applications and future strategies against dos attacks,DBLP:journals/access/AnandAPAPG25,article,2025,IEEE Access,,13,,64473--64515,,,,https://doi.org/10.1109/ACCESS.2024.3520478,10.1109/ACCESS.2024.3520478,,https://dblp.org/rec/journals/access/AnandAPAPG25.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 01 May 2025 01:00:00 +0200",0,True,6,309/7711,309/7711,2026-01-31 22:36:02.932538,2026-01-31 22:36:02.938823
1294,Performance Analysis of HR Portal Domain Components Extraction,performance analysis of hr portal domain components extraction,DBLP:journals/corr/abs-1203-1328,article,2012,CoRR,,abs/1203.1328,,,,,,http://arxiv.org/abs/1203.1328,,,https://dblp.org/rec/journals/corr/abs-1203-1328.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 13 Aug 2018 01:00:00 +0200",0,True,3,98/6017,98/6017,2026-01-31 22:36:10.433390,2026-01-31 22:36:10.437415
1295,A Methodology to manage victim components using CBO measure,a methodology to manage victim components using cbo measure,DBLP:journals/corr/abs-1207-4938,article,2012,CoRR,,abs/1207.4938,,,,,,http://arxiv.org/abs/1207.4938,,,https://dblp.org/rec/journals/corr/abs-1207-4938.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 13 Aug 2018 01:00:00 +0200",0,True,2,98/6017,98/6017,2026-01-31 22:36:10.442187,2026-01-31 22:36:10.446465
603,"Enhancing intrusion detection against denial of service and distributed
denial of service attacks: Leveraging extended Berkeley packet filter
and machine learning algorithms",enhancing intrusion detection against denial of service and distributed denial of service attacks leveraging extended berkeley packet filter and machine learning algorithms,DBLP:journals/iet-com/AnandAAPPC25,article,2025,IET Commun.,,19,1,,,,,https://doi.org/10.1049/cmu2.12879,10.1049/CMU2.12879,,https://dblp.org/rec/journals/iet-com/AnandAAPPC25.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 31 May 2025 01:00:00 +0200",0,True,6,309/7711,309/7711,2026-01-31 22:36:02.972153,2026-01-31 22:36:02.978297
604,Emotions in recommender systems for discrepant-users,emotions in recommender systems for discrepantusers,DBLP:journals/kais/AramandaAV25,article,2025,Knowl. Inf. Syst.,,67,1,953--976,,,,https://doi.org/10.1007/s10115-024-02307-z,10.1007/S10115-024-02307-Z,,https://dblp.org/rec/journals/kais/AramandaAV25.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 13 Feb 2025 00:00:00 +0100",0,True,3,309/7711,309/7711,2026-01-31 22:36:03.004710,2026-01-31 22:36:03.007902
605,"DBKE: Design of Blockchain-Envisioned Vehicle-to-Vehicle Secure
Key Management Protocol Using ECC",dbke design of blockchainenvisioned vehicletovehicle secure key management protocol using ecc,DBLP:journals/tits/DwivediAKDPA25,article,2025,IEEE Trans. Intell. Transp. Syst.,,26,7,9293--9304,,,,https://doi.org/10.1109/TITS.2025.3572305,10.1109/TITS.2025.3572305,,https://dblp.org/rec/journals/tits/DwivediAKDPA25.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 09 Aug 2025 01:00:00 +0200",0,True,6,309/7711,309/7711,2026-01-31 22:36:03.015403,2026-01-31 22:36:03.021937
606,"Secure and Dynamic Route Navigation Through RSU-Based Authentication
in IoV for Smart City",secure and dynamic route navigation through rsubased authentication in iov for smart city,DBLP:journals/tnse/MeherAAKAD25,article,2025,IEEE Trans. Netw. Sci. Eng.,,12,5,3590--3599,,,,https://doi.org/10.1109/TNSE.2025.3563297,10.1109/TNSE.2025.3563297,,https://dblp.org/rec/journals/tnse/MeherAAKAD25.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 11 Sep 2025 01:00:00 +0200",0,True,6,309/7711,309/7711,2026-01-31 22:36:03.052503,2026-01-31 22:36:03.057247
607,"EN-LAKP: Lightweight Authentication and Key Agreement Protocol for
Emerging Networks",enlakp lightweight authentication and key agreement protocol for emerging networks,DBLP:journals/access/AnandS23,article,2023,IEEE Access,,11,,28645--28657,,,,https://doi.org/10.1109/ACCESS.2023.3255646,10.1109/ACCESS.2023.3255646,,https://dblp.org/rec/journals/access/AnandS23.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 21 Jun 2023 01:00:00 +0200",0,True,2,309/7711,309/7711,2026-01-31 22:36:03.085927,2026-01-31 22:36:03.090324
608,"enemos-p: An enhanced emotion specific prediction for recommender
systems",enemosp an enhanced emotion specific prediction for recommender systems,DBLP:journals/eswa/AramandaAV23,article,2023,Expert Syst. Appl.,,227,,120190,,,,https://doi.org/10.1016/j.eswa.2023.120190,10.1016/J.ESWA.2023.120190,,https://dblp.org/rec/journals/eswa/AramandaAV23.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 07 Jul 2023 01:00:00 +0200",0,True,3,309/7711,309/7711,2026-01-31 22:36:03.090575,2026-01-31 22:36:03.099095
609,"LBABC: Distributed controller load balancing using artificial bee
colony optimization in an SDN",lbabc distributed controller load balancing using artificial bee colony optimization in an sdn,DBLP:journals/ppna/SrideviS23,article,2023,Peer Peer Netw. Appl.,,16,2,947--957,,,,https://doi.org/10.1007/s12083-023-01448-2,10.1007/S12083-023-01448-2,,https://dblp.org/rec/journals/ppna/SrideviS23.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 30 Dec 2024 00:00:00 +0100",0,True,2,309/7711,309/7711,2026-01-31 22:36:03.099456,2026-01-31 22:36:03.101837
610,Enhanced Recommender Systems with the Removal of Fake User Profiles,enhanced recommender systems with the removal of fake user profiles,DBLP:conf/icmlde/SuryawanshiALAH23,conference,2023,,"International Conference on Machine Learning and Data Engineering,
ICMLDE 2023, Dehradun, India, 23-24 November 2023",235,,347--360,Elsevier,Procedia Computer Science,"Vijendra Singh, Vijayan K. Asari, Kuan-Ching Li, Rubén González Crespo",https://doi.org/10.1016/j.procs.2024.04.035,10.1016/J.PROCS.2024.04.035,,https://dblp.org/rec/conf/icmlde/SuryawanshiALAH23.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 04 Jun 2025 14:48:56 +0200",0,True,6,309/7711,309/7711;31/9532,2026-01-31 22:36:03.104771,2026-01-31 22:36:03.110941
611,Refining User Ratings Using User Emotions for Recommender Systems,refining user ratings using user emotions for recommender systems,DBLP:conf/iiwas/AramandaAV21,conference,2021,,"iiWAS2021: The 23rd International Conference on Information Integration
and Web Intelligence, Linz, Austria, 29 November 2021 - 1 December
2021",,,3--10,ACM,,"Eric Pardede, Maria Indrawan-Santiago, Pari Delir Haghighi, Matthias Steinbauer, Ismail Khalil, Gabriele Kotsis",https://doi.org/10.1145/3487664.3487666,10.1145/3487664.3487666,,https://dblp.org/rec/conf/iiwas/AramandaAV21.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 04 Jan 2022 16:26:56 +0100",0,True,3,309/7711,309/7711,2026-01-31 22:36:03.141211,2026-01-31 22:36:03.150001
